timestamp,datetime,date,price_usd,volume_usd,market_cap_usd,source,price_change_pct,volume_change_pct,proposal_id,dao,proposal_title,proposal_start,proposal_end,activist_score,detection_methods,days_from_proposal
1747353600000,2025-05-15 20:00:00,2025-05-15,0.226834686296537,32366902.056528207,314458023.0349446,coingecko,-3.976074863945922,3.4162565345114304,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-18
1747440000000,2025-05-16 20:00:00,2025-05-16,0.22669758903627957,23452462.415894605,314527318.7844173,coingecko,-0.06043928399830367,-27.541837723810247,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-17
1747526400000,2025-05-17 20:00:00,2025-05-17,0.2144038083030132,20846826.18356604,297306232.70391566,coingecko,-5.4229869781715845,-11.110288489632659,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-16
1747612800000,2025-05-18 20:00:00,2025-05-18,0.22400287333463126,24672155.81293499,309568380.8588226,coingecko,4.477096329395347,18.349697914133966,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-15
1747699200000,2025-05-19 20:00:00,2025-05-19,0.2260861440670354,26580306.915335596,313239825.23754436,coingecko,0.93001964724444,7.7340266366192845,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-14
1747785600000,2025-05-20 20:00:00,2025-05-20,0.2253366219978413,22185566.917103436,312679497.1616861,coingecko,-0.33152056809454544,-16.533819614011303,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-13
1747872000000,2025-05-21 20:00:00,2025-05-21,0.23221750177840744,30840733.695664547,322087437.8017252,coingecko,3.0536003067588746,39.012601349792945,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-12
1747958400000,2025-05-22 20:00:00,2025-05-22,0.24124964090981543,26385262.968110166,334455250.67449844,coingecko,3.8895169667387375,-14.446707952932748,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-11
1748044800000,2025-05-23 20:00:00,2025-05-23,0.22431135826886248,37180401.78131772,311116122.50875056,coingecko,-7.021060249903077,40.91351610273812,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-10
1748131200000,2025-05-24 20:00:00,2025-05-24,0.22832899947594223,17095622.60886192,316661691.7341162,coingecko,1.791100209140617,-54.01980132056543,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-9
